PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
HNwM6,7r/2R5/p2pkpp1/1pP2b2/8/5q2/PPPQ4/1KB5 b - - 0 29,f3d5 c7e7 e6e7 d2d5,1623,74,95,24877,crushing deflection endgame master short,https://lichess.org/sIVM6Jb1/black#58,
DLv33,1r3bk1/R6p/6p1/Bpp5/8/4P3/PPP4r/2KR4 b - - 0 23,b5b4 a5c7 b8e8 c7h2,1611,75,93,1084,endgame master,https://lichess.org/me9IswNO/black#46,
elCkz,r2q1k1r/pp2b1p1/2p1B2p/3n2pQ/3P4/7P/PPP3P1/4RRK1 b - - 1 19,e7f6 h5f7,758,89,93,428,mate mateIn1 middlegame oneMove,https://lichess.org/7yNjaAmN/black#38,
zaU58,r4rk1/1b2bp1p/p1n1pRp1/1p2q1N1/1P6/P1NBB2Q/2P3PP/R5K1 b - - 0 18,e5f6 h3h7,682,85,100,350,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/RDgDQvxy/black#36,Sicilian_Defense Sicilian_Defense_Other_variations
njuf1,8/7p/2p2p2/ppP1k1p1/6P1/P2KP2P/1P6/8 w - - 0 34,b2b4 a5b4 a3b4 f6f5 g4f5 e5f5,2473,100,90,785,crushing endgame long pawnEndgame zugzwang,https://lichess.org/hHgM2Kz5#67,
l74mr,2k4r/p1p1n3/4q3/2P5/4P3/3Q2P1/P4P2/3R2K1 b - - 0 27,e6h3 d3a6 c8b8 d1b1 b8a8 a6b7,1651,74,89,1570,endgame long master mate mateIn3,https://lichess.org/QVeCSUDD/black#54,
yoyiD,2kr2n1/pp1nb3/3q2p1/3N4/8/2Q5/PPP2PPP/R1B3K1 b - - 2 17,c8b8 c1f4 d6f4 d5f4,1429,76,100,756,crushing middlegame pin short,https://lichess.org/LtnJs9iE/black#34,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
0gENV,2rB4/5p2/2b2kp1/2P4p/3R3P/6R1/5rPK/8 b - - 1 46,f6f5 g3g5 f5e6 d4d6,1287,76,93,3755,endgame mate mateIn2 pillsburysMate short,https://lichess.org/MZBMdskI/black#92,
eip9I,5rk1/5p2/3p2p1/3P2P1/7R/p4QK1/Pq6/8 b - - 15 49,b2a2 f3c3 f7f6 c3d3 f6f5 d3c3 f5f4 g3h3,2666,96,87,480,crushing defensiveMove endgame veryLong,https://lichess.org/6DpGNuy3/black#98,
QtM4x,6k1/5pp1/7p/1pBP1p2/8/3R2PP/1r1b1PK1/8 b - - 0 34,d2b4 c5b4 b2b4 d5d6 b4a4 d6d7,1170,77,83,213,endgame,https://lichess.org/f9d5WabL/black#68,
v8cAm,4r1k1/pb1p1pp1/1p1P3p/n4N2/8/1P1B2Q1/q4PPP/3R2K1 b - - 1 27,a2b3 g3g7,977,86,97,536,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ICtqRnZb/black#54,
2xVtf,3Q4/6kp/p1p3p1/5r2/8/2P2q2/PP3P2/5RK1 w - - 5 37,d8e7 g7h6 e7e3 f5g5 e3g5 h6g5,1994,75,91,537,crushing defensiveMove endgame long,https://lichess.org/g6Vv78Bk#73,
wrYvA,4r1k1/2p2p2/p1q1rb1p/1p4p1/P4p2/2P2Q2/1P4PP/R3R2K w - - 0 32,f3c6 e6e1 a1e1 e8e1,878,96,89,1076,backRankMate endgame mate mateIn2 short,https://lichess.org/CBKwNVao#63,
CGo2Y,5rk1/4qppp/1p2pnn1/pPb3N1/P1B5/1Q2P3/1B3PPP/3R2K1 b - - 0 20,f8d8 d1d8 e7d8 c4e6,2010,78,91,205,crushing kingsideAttack middlegame short,https://lichess.org/tGMomEYF/black#40,
1otMK,7k/pp5p/5pq1/8/7R/5Q1P/P1rr2P1/6RK b - - 8 37,d2g2 g1g2 c2g2 f3g2,1372,78,92,312,crushing endgame master short,https://lichess.org/lVQNxG0a/black#74,
wz38K,3r2k1/3r2pp/1Qpb4/5p2/P1P1p3/1P4Pq/1B3P1P/3RR1K1 b - - 0 26,d6g3 b6d8 d7d8 d1d8 g8f7 f2g3,2257,91,89,834,crushing long middlegame xRayAttack,https://lichess.org/Xme77tMx/black#52,
NIXP6,r4r2/pp1b1p1k/1q2p1pp/3pn3/6PN/8/PPQN3P/R1B2R1K b - - 1 20,e5g4 f1f7 f8f7 c2g6 h7h8 g6f7 a8g8 h4g6 g8g6 f7g6,1487,76,98,3428,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/bD6pfz6K/black#40,
NFvWK,5r2/6R1/p1R4p/P3p1k1/3p4/3P2P1/3r1q1P/7K b - - 5 31,g5h5 g3g4 h5h4 c6h6,993,96,95,492,deflection endgame mate mateIn2 queenRookEndgame short,https://lichess.org/MRcBK3q4/black#62,
YQU8m,2k2r2/1p1b2bp/p1pPB1p1/2r2p2/4pN2/7P/P1P2PP1/1R3RK1 b - - 1 27,f8e8 e6d7 c8d7 b1b7 d7d6 b7g7,1531,78,95,32640,advantage attraction long middlegame queensideAttack skewer,https://lichess.org/0tCr5dsy/black#54,
jp9ey,4B3/8/1K1k1p2/P4P2/2p5/8/3b4/8 b - - 0 62,c4c3 e8a4 d6e5 a4c2,2085,78,90,329,bishopEndgame crushing defensiveMove endgame quietMove short,https://lichess.org/1YCiPse2/black#124,
Qv5IR,3rB2k/3P3p/1p3qp1/p2QP3/3b1P2/6PK/1p5P/r2R1R2 b - - 0 37,a1d1 e5f6 b2b1q f6f7,2122,90,89,253,advancedPawn crushing master middlegame short,https://lichess.org/sNaTGg3Y/black#74,
FQEVd,8/3r2k1/2R2Rn1/2P5/p4B1p/P2p3P/KP4r1/8 w - - 1 43,c6d6 d7d6 f6d6 g6f4,1310,86,94,5135,crushing endgame master short,https://lichess.org/kBq0KM9C#85,
xMFIV,r1b2rk1/pp2q1b1/3p3p/3PpPpn/4P1N1/2N1BP2/PP2B3/2Q2KR1 b - - 9 24,g8h7 e3g5 e7g5 c1g5 h6g5 g1h1 h7g8 h1h5,2373,96,89,268,advantage middlegame pin sacrifice veryLong,https://lichess.org/Nntw6gDj/black#48,
4qEpB,r1q1kb1r/pppb1ppp/2n4n/1B1p2N1/4P3/2Q4P/PPP2PP1/RNB1K2R w KQkq - 2 11,e4d5 f8b4 d5c6 b4c3,779,88,80,581,advantage opening pin short,https://lichess.org/HstB217Q#21,Center_Game Center_Game_Normal_Variation
tBQpI,1r1kr3/1pR4Q/pn1pBqp1/3P4/4P2P/3P2P1/PP4K1/8 b - - 2 29,e8e6 d5e6 f6e6 c7g7 b6d7 g7g6,2439,87,80,84,advantage endgame long,https://lichess.org/gKQEZslU/black#58,
2vfrh,8/5Pk1/3N4/3KP3/8/8/8/5r2 b - - 1 78,f1f7 d6f7 g7f7 d5d6 f7e8 d6e6,1632,75,94,6632,crushing defensiveMove endgame long,https://lichess.org/fHSlVwR1/black#156,
0Mmya,7k/8/5N1P/6K1/1p1p4/1P6/2b5/8 w - - 4 56,f6d5 d4d3 d5b4 d3d2 b4c2 d2d1q,1529,76,94,256,advancedPawn crushing endgame long master promotion,https://lichess.org/tBwGzRBj#111,
pzltx,4r1k1/4bppp/p2p3q/P3p3/5n2/4Bb1P/1PQ2PP1/2R1R1K1 w - - 0 27,g2f3 h6g5 g1f1 g5g2,1798,75,95,437,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/KhE0OkIH#53,
Dd9If,8/p4pkp/6p1/7q/2QNB3/P1R3P1/2p2PKP/1rr5 w - - 8 37,c3c2 c1g1,940,82,90,642,epauletteMate mate mateIn1 middlegame oneMove,https://lichess.org/LfS0K82J#73,
5BwPI,8/1R4k1/6p1/8/4KPPp/1pr4P/8/8 b - - 1 43,g7h6 g4g5 h6h5 b7h7,940,81,100,93,endgame mate mateIn2 rookEndgame short,https://lichess.org/S0anD90d/black#86,
k4EMH,3r1r2/p6k/2p1p1pP/8/4QP1q/2P5/PP1K4/R5R1 w - - 4 32,d2c2 h4f2 c2b3 d8b8 b3a4 f8f4 e4f4 f2f4,1907,75,95,6373,crushing endgame pin veryLong,https://lichess.org/0LkXnKeK#63,
xrRoN,r4r2/pQpk4/3p4/3P2b1/5pp1/P3q3/1PP1N2P/4RR1K b - - 3 30,a8b8 b7c6 d7d8 e2f4 f8f4 e1e3 f4f1 h1g2 g5e3 g2f1,1856,75,89,1222,advantage discoveredAttack middlegame veryLong,https://lichess.org/3tHHdHqJ/black#60,
ZDfCL,5B2/5R1p/3p2p1/2p2kP1/2rb4/7P/5PK1/8 b - - 0 34,f5g5 f2f4 g5h5 f7h7,1661,76,92,432,endgame mate mateIn2 short,https://lichess.org/3wrN5wgl/black#68,
BBvaR,8/R7/P3kp2/6p1/4P2p/4KP1r/8/8 b - - 0 41,h3h1 a7a8 h1a1 a6a7,2045,77,91,2687,advancedPawn crushing endgame quietMove rookEndgame short,https://lichess.org/H3c5Tm22/black#82,
ukPzH,7r/p2kn1r1/Q1pq4/2RB1pp1/3P2bP/4P1P1/P4P2/2R3K1 b - - 0 26,e7d5 a6b7 d7e6 b7g7,2506,97,81,230,advantage middlegame short skewer,https://lichess.org/a3YUk3rE/black#52,
Pa5Nw,4nrk1/1q2Bppp/p3p3/Pp2p3/5P2/2Q5/1PP1B2P/R4bK1 w - - 0 22,e7f8 b7g2,870,133,100,21,mate mateIn1 middlegame oneMove,https://lichess.org/DjwPnsjq#43,
0tjyJ,1r5k/5Qpp/7r/2p5/8/P2P2qP/1P2P1B1/5R1K b - - 3 32,b8g8 f7g8 h8g8 g2d5 h6e6 d5e6 g8h8 f1f8,1769,77,86,189,attraction backRankMate endgame mate mateIn4 sacrifice veryLong,https://lichess.org/7PzGHcUi/black#64,
tTmMT,8/8/8/2K5/6bP/2k1N1P1/3p4/8 w - - 0 49,c5d5 c3d3 e3g4 d3e2,2117,77,94,783,crushing defensiveMove endgame sacrifice short,https://lichess.org/nDb8CwYS#97,
Xx7ad,r1b2rk1/p4ppp/1p6/1p1pQPq1/1B2n3/P6P/1PP4K/R4R2 b - - 1 22,f7f6 e5d5 g8h8 d5e4,1830,74,86,98,advantage fork middlegame short,https://lichess.org/qCoaP45A/black#44,
wi22U,1n2r2k/pp2P1pp/3R4/2pB3P/8/2P1P2K/PP6/5r2 b - - 0 33,b8c6 d5c6 b7c6 d6d8,1381,75,91,4313,crushing endgame pin short,https://lichess.org/XQG2htRh/black#66,
ZMkdz,8/8/2Q1p1p1/8/6P1/3P2K1/3k4/1q6 w - - 2 44,c6e4 b1d3 e4d3 d2d3 g3f4 d3d4,1997,77,97,1534,crushing defensiveMove endgame long queenEndgame,https://lichess.org/pF0zVET8#87,
pvTJG,8/Q5bk/2b1q1pp/8/2P5/1P5P/6P1/5R1K w - - 1 33,f1f7 e6h3 h1g1 h3g2,1726,75,95,2523,endgame mate mateIn2 pin short,https://lichess.org/aTSRW16v#65,
sinrG,r2r2k1/1p3pp1/p4bbp/4p3/4P1P1/2N4P/PPB2P2/R4RK1 w - - 0 19,c3d5 d8d5 e4d5 g6c2,1407,75,94,12668,crushing middlegame short,https://lichess.org/aMhwVBOp#37,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Declined
F4go2,3r3k/pp3pqp/2p1b3/4P3/2P5/1PRB1rP1/P2Q1P2/4R1K1 w - - 1 29,d2e2 f3g3 f2g3 g7g3,1068,77,97,993,crushing kingsideAttack middlegame sacrifice short,https://lichess.org/kjbACNNm#57,
qUb0d,5q1k/1b2n3/p3p3/1p1p3N/3P2QP/P2BP1p1/1P4P1/6K1 w - - 2 26,g4e6 f8f2 g1h1 f2e1 d3f1 e1f1,1333,75,96,21158,endgame long mate mateIn3,https://lichess.org/5nSytESW#51,
ZEi05,8/p1R2pk1/4p1p1/3PP3/5b1p/4Q2P/P5BK/1r1q4 w - - 0 35,e3f4 d1g1,1246,76,98,1658,endgame mate mateIn1 oneMove,https://lichess.org/MSii5w6a#69,
FFcUk,r1bqk2r/pp3ppp/4pn2/3p2B1/1bPP4/2N5/PP2BPPP/R2QK2R b KQkq - 0 9,d5c4 d1a4 c8d7 a4b4,1305,77,81,1202,crushing fork opening short,https://lichess.org/Ftfd5x66/black#18,Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation
PY6Bd,7k/ppp4p/b3PN2/2B4p/5P1n/PP5P/2Pr4/R5K1 w - - 3 29,e6e7 h4f3 g1h1 d2h2,1354,75,87,608,arabianMate endgame mate mateIn2 short,https://lichess.org/GpvZ83ym#57,
e5B6J,r2qkbnr/ppp3pp/2p1bp2/4N3/4P3/8/PPPP1PPP/RNBQK2R w KQkq - 1 6,d1h5 g7g6 e5g6 e6f7 h5h3 f7g6,1593,77,90,1021,advantage defensiveMove long opening,https://lichess.org/dD0ACY6o#11,Ruy_Lopez Ruy_Lopez_Nurnberg_Variation
gJu8s,r1b3kb/1p4qN/2p1prn1/p6Q/3P4/3BP3/PP2KP2/7R b - - 1 24,c8d7 h7f6 g7f6 d3g6,2276,77,85,308,advantage kingsideAttack middlegame short,https://lichess.org/xSpsCXB6/black#48,
JDdVs,rn1qkbnr/pbppp3/1p4p1/4Pp2/3P2QP/2NB4/PPP2P2/R1B1K1NR b KQkq - 0 8,f5g4 d3g6,489,104,93,867,bodenMate mate mateIn1 oneMove opening,https://lichess.org/RegNqYD7/black#16,Owen_Defense Owen_Defense_Other_variations
UdcKA,8/6k1/p2Nn1p1/7p/1r6/8/5PPP/4R1K1 w - - 2 34,e1e6 b4b1 e6e1 b1e1,517,104,100,226,backRankMate endgame mate mateIn2 short,https://lichess.org/548Apcxk#67,
7t4HJ,r3r1k1/ppQ2ppp/8/8/3b4/P7/1P2qPPP/R1B2RK1 w - - 0 18,c7b7 e2f2 f1f2 e8e1,1661,73,95,15454,clearance mate mateIn2 middlegame pin sacrifice short,https://lichess.org/pZYkDi02#35,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
2IoTv,r1b2k1r/1p1pnpbp/p1nN2p1/q1BNp3/4P3/8/PPP2PPP/R2QKB1R w KQ - 6 11,c5b4 c6b4 d5b4 a5b4,1081,78,96,4185,advantage opening short,https://lichess.org/aU8zAK1Y#21,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Fianchetto
qt3wE,r4rk1/1b1pbp1p/pqn1pBn1/4P1N1/8/3Q4/1PB2PPP/R4RK1 b - - 2 18,c6e5 d3h3 h7h5 h3h5,1954,76,96,1050,crushing middlegame short,https://lichess.org/Fklw2cZ1/black#36,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
bRCLL,4rrk1/p5pp/2pp4/3p4/6Q1/P2b2N1/5qPP/4RRK1 w - - 0 21,f1f2 e8e1 g3f1 e1f1 f2f1 f8f1,1323,76,94,1141,hangingPiece long mate mateIn3 middlegame operaMate xRayAttack,https://lichess.org/0uY0MCJW#41,
SH6Cg,q1r3rk/4RQpp/5R2/p7/8/4P2P/6PK/8 w - - 0 39,f6h6 a8b8 e7c7 b8c7 f7c7 c8c7,2031,80,85,187,crushing endgame long,https://lichess.org/wIHUsNKa#77,
Xq1xy,r2q1rk1/ppp2pbp/5Np1/4p1B1/3nP3/3B1Q1P/PPP2PP1/R4RK1 b - - 0 12,g7f6 f3f6 d8f6 g5f6,1648,76,96,1424,advantage middlegame short,https://lichess.org/r2MLSw2O/black#24,Trompowsky_Attack Trompowsky_Attack_Other_variations
AY3Wc,1r4k1/4pp2/p2p2p1/7p/P1P5/Q1N2P1P/2r3P1/6K1 w - - 6 36,c3e4 b8b2 a3b2 c2b2,1960,97,87,17,crushing endgame quietMove short,https://lichess.org/eBqnYBBO#71,
2NLLr,8/2R2pk1/3nQnp1/3q3p/8/5P2/1P4PP/7K w - - 1 36,c7f7 d6f7 e6d5 f6d5,1006,84,86,289,crushing endgame short,https://lichess.org/ZWXYSgSC#71,
8GNFa,2rr4/5pkp/p5p1/1p1N1bP1/7P/1P6/1PPR2P1/1K1R4 w - - 7 26,d5f6 f5c2 b1a2 c2d1,1488,77,92,2935,crushing endgame fork short,https://lichess.org/KTBASvel#51,
ECXZE,4b3/1rk5/R4pp1/1P5p/P1K1P3/5P2/6PP/8 w - - 0 42,a4a5 e8b5 c4d5 b5a6,985,91,93,476,crushing endgame fork short,https://lichess.org/0KIdpoKf#83,
AGHrA,7k/pN4p1/6Qp/8/8/7P/P2prqPK/R2R4 w - - 0 31,a1c1 f2f4 g6g3 d2c1q d1c1 f4c1,2061,76,94,11220,advancedPawn crushing endgame long promotion,https://lichess.org/aYc401mW#61,
BLObD,2r2rk1/pp2b1pp/q3p3/3pNp2/3PnP2/P1P2B1R/1PbB2PP/2R1Q1K1 b - - 4 21,c2d3 e5d3 a6d3 f3e4,2190,95,90,135,advantage middlegame short,https://lichess.org/Av88kit5/black#42,
5C6fI,8/Q5pk/1p4q1/3p3p/1P1B1P2/P3P2P/6PK/5b2 w - - 3 39,g2g3 g6c2 h2g1 c2g2,1114,77,84,353,endgame mate mateIn2 short,https://lichess.org/z8bA0acD#77,
gZZSU,r7/p5p1/bp5p/1k6/R7/P2r3P/5PP1/3B1R1K b - - 2 31,d3d1 a4b4 b5c5 f1d1,1242,77,93,563,advantage endgame intermezzo short,https://lichess.org/KJCAkLjw/black#62,
MvVSD,5r1k/pp4pp/3Q4/8/3P2pq/2P5/P4rP1/R4RK1 b - - 3 22,g4g3 d6f8 f2f8 f1f8,1179,78,88,958,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/9eYwRLit/black#44,
4DjqX,2k5/ppprp2p/5p2/5N2/1PP5/2n5/P4PPP/1R3K2 w - - 3 23,b1b2 d7d1,474,112,89,1233,endgame mate mateIn1 oneMove,https://lichess.org/xQVVdjhL#45,
iSovM,5Rk1/6p1/p3Pp2/7Q/7P/6PK/5rB1/6q1 b - - 0 48,g8f8 h5f7,1154,76,94,97,endgame mate mateIn1 oneMove,https://lichess.org/toMeBcal/black#96,
ImiMU,4Q2k/r4bpp/8/1p1B2P1/2pp4/8/p6P/5RK1 b - - 0 42,f7e8 f1f8,787,95,100,52,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/aHldYOl1/black#84,
L795T,4rrk1/7p/1q3pp1/p7/4p2Q/4P2P/5PP1/B2R2K1 b - - 1 34,f6f5 d1d7 f8f7 d7f7,1721,75,93,4866,crushing endgame short,https://lichess.org/L7Bg3mzS/black#68,
W1kTF,rn3b1r/p3k1pp/4p3/qB1p1b2/3Pn3/1PN2N2/PB3PPP/R2QK2R w KQ - 2 12,d1d3 e4c3 d3c3 a5b5,1769,75,89,1941,advantage capturingDefender middlegame short,https://lichess.org/bHx9uMMt#23,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
f7arm,8/4R2p/p4kp1/1p1q4/5b2/P4p1P/5P2/4RB1K b - - 5 38,d5h5 e1e6 f6f5 f1d3 f5g5 e6e5 f4e5 e7e5 g5h6 e5h5,1553,75,95,13387,advantage endgame sacrifice skewer veryLong,https://lichess.org/Cr3S5VZg/black#76,
q5wH3,5k1r/5pbp/1P1N4/4p3/8/2P5/r4PnP/1R3K2 b - - 1 26,g2f4 b6b7 f8e7 d6c8,1635,76,93,1124,advancedPawn advantage endgame master short,https://lichess.org/jsR7px6s/black#52,
aXXVJ,6k1/2b2p1p/pp3Np1/2p5/P7/1P2P2P/6P1/6K1 b - - 3 34,g8g7 f6e8 g7f8 e8c7,845,99,89,286,advantage endgame fork short,https://lichess.org/uGARGM2Q/black#68,
XPVbS,3r1rk1/2Q2ppp/8/8/5Rb1/2N5/PPP3PP/3q3K w - - 2 22,c3d1 d8d1 f4f1 d1f1,915,97,91,320,backRankMate endgame mate mateIn2 short,https://lichess.org/zjZc45cy#43,
fwjYd,2rr2k1/pb2qpb1/1p2p1p1/4P3/3BnQ2/8/PP2BPPN/3RK2R w K - 5 20,h2g4 e7b4 d4c3 d8d1 e2d1 c8c3 b2c3 b4c3,1795,75,92,775,crushing middlegame veryLong,https://lichess.org/HjYeXVx0#39,
v9hjv,2r2rk1/1R3ppp/4b3/p2p4/B4B2/2b5/P1P1RPPP/6K1 w - - 0 24,h2h3 c8c4 f4d6 c4a4 d6f8 g8f8,1962,75,85,76,advantage fork long middlegame,https://lichess.org/hrrOQHiN#47,
nk8pn,3r2k1/p6p/1qp2pp1/4b3/3N4/2P4N/PP4QP/1K1R4 w - - 0 30,g2c6 b6c6 d4c6 d8d1,1718,76,92,880,advantage middlegame short,https://lichess.org/hNLJO8N4#59,
qxPp0,3r1brk/p1p1nQ1n/5p1B/4p3/1pP1P3/5N2/qP1N1P2/2K3RR b - - 0 27,f8h6 h1h6 g8g1 f3g1 a2a1 d2b1 d8d1 c1d1,2219,78,87,88,advantage middlegame veryLong,https://lichess.org/Ntd04XJf/black#54,
5MB35,3r4/p2r3k/bp1p1qpp/4pn1P/PBP3Q1/1P3PPB/3R3K/3R4 b - - 0 37,d7g7 h5g6 g7g6 g4f5,1446,75,95,25831,crushing master middlegame short,https://lichess.org/72ZzUxpj/black#74,
LSDrh,kr2r3/1b3pp1/p2P4/2B2q1p/2PQn3/1R2pP2/P3B1PP/1R4K1 w - - 1 28,e2d3 f5c5 d4c5 e4c5,1677,142,82,13,advantage middlegame short,https://lichess.org/cLDeBkTg#55,
HcOK9,r2q1rk1/1p1bbpp1/p3n2p/5Q2/6nB/2NB4/PPP3PP/R4RK1 b - - 2 16,e7h4 f5h7,1015,97,96,421,mate mateIn1 middlegame oneMove,https://lichess.org/pXIFBlyD/black#32,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
dh7Wa,rnbq1rk1/pp3ppp/2pp1n2/b5B1/4P3/PNN5/1PPQ1PPP/2KR1B1R w - - 1 11,d2d6 d8d6 d1d6 a5c3 b2c3 f6e4,1722,76,94,3255,advantage capturingDefender long opening,https://lichess.org/8MiC9k5g#21,Russian_Game Russian_Game_Modern_Attack
3zGSY,8/7p/2B1k1p1/8/1p2pP2/1b1K2PP/8/8 w - - 0 38,c6e4 b3d5 g3g4 d5e4 d3e4 b4b3 e4d3 e6d5 d3c3 d5e4 c3b3 e4f4,2540,80,84,244,bishopEndgame crushing endgame exposedKing veryLong,https://lichess.org/OvjTwF8m#75,
Ri0uS,8/8/3RR3/6PP/5P1K/5k2/2q5/8 w - - 5 69,g5g6 c2h2 h4g5 h2f4,1173,75,99,1354,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/T9h2N2dS#137,
gAxtd,4rrk1/3b3p/3p2p1/2pP4/1p2Nq2/R5R1/1P2B1Q1/6K1 w - - 0 33,g3g6 g8h8 a3f3 f4c1,2112,84,83,36,advantage defensiveMove master middlegame short,https://lichess.org/jFmAjYF6#65,
wpwyC,2r5/5p2/1RP5/2k3pp/K7/4PPP1/PP4P1/8 w - - 1 35,b6b3 c8a8,913,75,100,221,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/adnLbCBV#69,
mDr6U,8/3r2k1/3p3q/5Q2/P3P1n1/8/2P1R1P1/3R3K w - - 1 33,h1g1 h6h2 g1f1 h2h1,899,79,100,413,endgame mate mateIn2 short,https://lichess.org/Jvg4122S#65,
1ha9d,1r3rk1/4p2p/3p2pQ/p1pP1p2/5P2/qP6/P3R1PP/5RK1 b - - 0 23,f8f6 e2e7 f6f7 e7f7,1095,80,89,240,crushing endgame short,https://lichess.org/GA2WBMPt/black#46,
O6OPn,rn2k1nr/1bqp1pbp/p3p1p1/8/2NPP3/1QP2P2/PP4PP/R1B1K1NR b KQkq - 0 11,b8c6 b3b7 c7b7 c4d6 e8e7 d6b7,1704,75,96,3981,advantage attraction fork long opening sacrifice,https://lichess.org/PMphOeXK/black#22,Sicilian_Defense Sicilian_Defense_Other_variations
Ikxk9,r4rk1/pp4pp/3pp3/2q5/8/P7/1P3PPP/R1BQR1K1 w - - 0 19,e1e6 c5f2 g1h1 f2f1 d1f1 f8f1,859,79,97,1260,backRankMate long mate mateIn3 middlegame,https://lichess.org/e3WFQmlM#37,
xOvmB,7k/5p2/bQ5b/3P1p2/5q1p/2N5/PPBr1PPP/1K1R4 w - - 0 35,b6a6 d2d1 c3d1 f4c1,691,82,85,141,clearance mate mateIn2 middlegame queensideAttack short,https://lichess.org/1GoCI2Eu#69,
PNpqL,3q2k1/pQ2pp1p/6p1/4b1B1/8/7P/PPP3P1/2K5 w - - 0 22,g5e7 e5f4 c1b1 d8d1,1024,78,97,2842,endgame master mate mateIn2 short,https://lichess.org/zRN7iUF6#43,
WSAwu,r2qr1k1/1p1b2p1/p1n2b1p/3BpP1Q/8/1N5R/PPP1p1PP/R5K1 b - - 1 22,g8h7 h5g6 h7h8 h3h6 g7h6 g6h6,1356,76,82,166,deflection discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/F8BbXEOm/black#44,
YoP5R,r3r1n1/p1p3kp/1p1p1qp1/3Pnp2/3Q4/1P3NNP/P1P3BK/3RR3 w - - 2 21,c2c4 e5f3 g2f3 f6d4 d1d4 e8e1,1134,75,98,242,advantage discoveredAttack long middlegame,https://lichess.org/whfBEXvh#41,
tqzL5,6R1/4Q3/p4pp1/1pP2pk1/6qb/P1P2rB1/1P3P2/5RK1 w - - 0 45,e7d6 h4g3 d6g3 f3g3,1751,76,96,2804,advantage middlegame short,https://lichess.org/kFu2WhEt#89,
ad120,2nr2k1/pp3pp1/2p1p2p/3q4/1P1r4/P2B1P1P/2QR2P1/3R2K1 b - - 0 27,c8e7 d3h7 g8f8 d2d4 d5d4 d1d4,798,80,87,205,advantage discoveredAttack long middlegame,https://lichess.org/uVczy9H0/black#54,
8Db54,r4rn1/1pq2p1k/3b2np/pP2p1PP/2PpP3/P2B1P2/4N1R1/2Q1K2R b K - 0 23,g6f4 e2f4 e5f4 e4e5 h7h8 e5d6,1878,77,91,196,advantage discoveredAttack discoveredCheck long middlegame,https://lichess.org/PWzfZU8x/black#46,
9mJpf,8/8/pp3k1p/2pP2pP/P1P3P1/2K5/8/8 b - - 5 37,f6e5 a4a5 b6b5 c4b5 a6b5 a5a6 e5d5 a6a7,2200,87,88,37,advancedPawn crushing endgame pawnEndgame veryLong,https://lichess.org/r5BozpYW/black#74,
jQvgc,6k1/1p3p1p/p6P/4P1r1/3R4/8/7K/8 b - - 0 32,g5e5 d4d8 e5e8 d8e8,583,91,81,142,endgame mate mateIn2 rookEndgame short,https://lichess.org/hOk1e0lp/black#64,
wqFXo,rn1qkb1r/1bp2pp1/p4n1p/3P4/1Pp2B2/2N2N2/1P2BPPP/R2QK2R b KQkq - 0 11,f8b4 d1a4 b8d7 a4b4,1390,108,85,30,crushing fork opening short,https://lichess.org/zoU8qvO5/black#22,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights_Variation
1IzSw,r2qk2r/ppp2pp1/1bnp1n1p/8/1P1PP1b1/5N2/P2NBPPP/R1BQ1RK1 b kq - 0 10,c6b4 d1a4 b4c6 d4d5 g4d7 d5c6,1473,76,93,21516,advantage fork long middlegame,https://lichess.org/tl5CMk9h/black#20,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
0WrbX,3r1k2/1b2Rp1r/pq1P1p1N/8/1PQ2P2/P7/6PP/7K b - - 0 29,b6c6 e7f7 h7f7 c4f7,1242,76,94,800,mate mateIn2 middlegame short,https://lichess.org/8glKHIno/black#58,
w5SpY,3r1rk1/1bq1bppp/p2ppn2/1p2P3/2nN1B2/P1N2B2/1PP2PPP/2Q1RRK1 b - - 0 16,b7f3 e5f6 e7f6 d4f3 f6c3 b2c3,1798,77,82,60,advantage intermezzo long middlegame,https://lichess.org/FHgSTYoa/black#32,Sicilian_Defense Sicilian_Defense_Kan_Variation
